agency_id,incident_id,nibrs_month_id,incident_number,cargo_theft_flag,submission_date,incident_date,report_date_flag,incident_hour,cleared_except_id,cleared_except_date,incident_status,data_home,ddocname,orig_format,ff_line_number,did
10736,82322401,6796151,150317011045,,,2015-03-17 00:00:00,,16,6,,0,C,2015_03_NB0770000_150317011045_INC,,,
10736,82322402,6796151,150317011047,,,2015-03-16 00:00:00,,18,6,,0,C,2015_03_NB0770000_150317011047_INC,,,
10736,82322403,6796151,150317011049,,,2015-03-16 00:00:00,,16,6,,0,C,2015_03_NB0770000_150317011049_INC,,,
10736,82322404,6796151,150317011052,,,2015-03-17 00:00:00,,17,6,,0,C,2015_03_NB0770000_150317011052_INC,,,
10736,82322405,6796151,150317011069,,,2015-03-17 00:00:00,,20,6,,0,C,2015_03_NB0770000_150317011069_INC,,,
10736,82322406,6796151,150317011083,,,2015-03-17 00:00:00,,21,6,,0,C,2015_03_NB0770000_150317011083_INC,,,
10736,82322407,6796151,150317011086,,,2015-03-17 00:00:00,,23,6,,0,C,2015_03_NB0770000_150317011086_INC,,,
10736,82322408,6796151,150318011207,,,2015-03-18 00:00:00,,17,6,,0,C,2015_03_NB0770000_150318011207_INC,,,
10736,82322409,6796151,150319011283,,,2015-03-19 00:00:00,,8,6,,0,C,2015_03_NB0770000_150319011283_INC,,,
10736,82322410,6796151,150319011296,,,2015-03-13 00:00:00,,18,6,,0,C,2015_03_NB0770000_150319011296_INC,,,
10736,82322411,6796151,150319011299,,,2015-03-19 00:00:00,,9,6,,0,C,2015_03_NB0770000_150319011299_INC,,,
10736,82322412,6796151,150319011305,,,2015-03-18 00:00:00,,21,6,,0,C,2015_03_NB0770000_150319011305_INC,,,
10736,82322413,6796151,150319011314,,,2015-03-16 00:00:00,,9,6,,0,C,2015_03_NB0770000_150319011314_INC,,,
10736,82322467,6796151,150330012825,,,2015-03-30 00:00:00,,23,6,,0,C,2015_03_NB0770000_150330012825_INC,,,
10736,82322468,6796151,150330012826,,,2015-03-30 00:00:00,,6,6,,0,C,2015_03_NB0770000_150330012826_INC,,,
10736,82322471,6796151,150402013167,,,2015-03-31 00:00:00,,0,6,,0,C,2015_03_NB0770000_150402013167_INC,,,
10736,82322472,6796151,150402013172,,,2015-03-31 00:00:00,,23,6,,0,C,2015_03_NB0770000_150402013172_INC,,,
10736,82322491,6796151,150406013645,,,2015-03-10 00:00:00,,0,6,,0,C,2015_03_NB0770000_150406013645_INC,,,
10736,82322515,6796151,150410014236,,,2015-03-18 00:00:00,,19,6,,0,C,2015_03_NB0770000_150410014236_INC,,,
10736,82322530,6796151,150412014437,,,2015-03-29 00:00:00,,8,6,,0,C,2015_03_NB0770000_150412014437_INC,,,
10736,82321451,6796151,150301008658,,,2015-03-01 00:00:00,,3,6,,0,C,2015_03_NB0770000_150301008658_INC,,,
10736,82321453,6796151,150301008677,,,2015-03-01 00:00:00,,0,6,,0,C,2015_03_NB0770000_150301008677_INC,,,
10736,82321456,6796151,150301008717,,,2015-03-01 00:00:00,,14,6,,0,C,2015_03_NB0770000_150301008717_INC,,,
10736,82321457,6796151,150301008729,,,2015-03-01 00:00:00,,19,6,,0,C,2015_03_NB0770000_150301008729_INC,,,
10736,82321458,6796151,150301008731,,,2015-03-01 00:00:00,,19,6,,0,C,2015_03_NB0770000_150301008731_INC,,,
10736,82321462,6796151,150303008978,,,2015-03-03 00:00:00,,9,6,,0,C,2015_03_NB0770000_150303008978_INC,,,
10736,82321463,6796151,150303008987,,,2015-03-03 00:00:00,,10,6,,0,C,2015_03_NB0770000_150303008987_INC,,,
10736,82321464,6796151,150303008990,,,2015-03-03 00:00:00,,10,6,,0,C,2015_03_NB0770000_150303008990_INC,,,
10736,82321466,6796151,150303009026,,,2015-03-03 00:00:00,,15,6,,0,C,2015_03_NB0770000_150303009026_INC,,,
10736,82321467,6796151,150303009065,,,2015-03-03 00:00:00,,21,6,,0,C,2015_03_NB0770000_150303009065_INC,,,
10736,82322454,6796151,150328012520,,,2015-03-28 00:00:00,,11,6,,0,C,2015_03_NB0770000_150328012520_INC,,,
10736,82322455,6796151,150328012521,,,2015-03-28 00:00:00,,11,6,,0,C,2015_03_NB0770000_150328012521_INC,,,
